company_name,glusr_usr_mobile_country,mobile1,mobile2,pns_no,email_verified,mobile_verified,contact_address,city_state_zip,glusr_usr_company_desc,country_code,primary_phone,city,state,pincode,industry,,match_status
Ashoka Plastic Products,91,9884411467,9884496357,,Verified,Not Verified,Old No. 16 6 Lake View Road Extension West Mambalam Chennai Tamil Nadu 600033, Chennai Tamil Nadu 600033,ashoka plastic products. started at west mambalam in the city of chennai in the year 1985 we are manufacturers exporters and suppliers of jewellery boxes jewelry cases chain boxes designer jewellery cases jewel boxes fancy jewellery box designer jewellery boxes jewellery customized boxes round jewellery cases square jewellery cases ring boxes necklace set boxes jewellery small boxes . our products are manufactured with genuine materials by skilled workers under experienced persons. we are selling our products to all over the country with very competitive rates.\r\n\r\nour products are manufactured with imported machineries with less margin which makes our company to run with large scale production. we use cnc machinery for mould making that makes our products exclusive and exquisite. even our products are printed with well equipped engineered foil machineries. our traders supply many jewellery shops including the leading jewellery showrooms.,91,9.20E+11,Chennai,Tamil Nadu,600033,Retail & E-Commerce,,MATCH
I Care Technology,91,8680945382,,,Verified,Verified,443 perisala gnanamoorthy nagarambattur Chennai Tamil Nadu 600053, Chennai Tamil Nadu 600053,,91,9.19E+11,Chennai,Tamil Nadu,600053,Technology & Software,,MISMATCH
Royal Cool Solution,91,9710092021,9940161757,,Verified,Not Verified,No. 414 N- Block New Avadi Road Gandhi Nagar Chennai Tamil Nadu 600038, Chennai Tamil Nadu 600038,since our inception we are engaged in manufacturing and supplying a wide assortment of cooling systems that include air conditioner cool systems air chiller and cold room evaporator. these are based on advanced technology and industry defined parameters. our range is available in various specifications which can be customized as per the requirement of clients. the comprehensive range of products finds huge demand in the different industry and acknowledged for its energy efficient robust construction and high performance characteristics.\r\n&nbsp;\r\napart from our quality products we also provide reliable and industry standards cold storage services to our clients as per their specification. our organization is backed by efficient transportation facility that assist us in meeting the bulk demand of our esteemed clients within a stipulated time frame. furthermore we have a team of quality experts who stringently test our range on the various quality parameters to assure its quality and efficiency.(we are looking queries from chennai).\r\n&nbsp;,91,9.20E+11,Chennai,Tamil Nadu,600038,Real Estate & Construction,,MATCH
Wrist Bands,91,8754492908,,,Verified,Verified,No. 11 Ramanathan Street Kilpauk Chennai Tamil Nadu 600010, Chennai Tamil Nadu 600010,   table.msonormaltable {mso-style-name:\table normal\; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-parent:\\; mso-padding-alt:0in 5.4pt 0in 5.4pt; mso-para-margin:0in; mso-para-margin-bottom:.0001pt; mso-pagination:widow-orphan; font-size:10.0pt; font-family:\times new roman\; mso-ansi-language:#0400; mso-fareast-language:#0400; mso-bidi-language:#0400;}   we are committed to providing the highest quality tyvek wristbands at great prices. not sacrificing customer service means that our customers get the best of all worlds. timely communication and world class shipping ensure that from the moment you place your order everything will be handled with care.,91,9.19E+11,Chennai,Tamil Nadu,600010,Transportation & Logistics,,UNKNOWN
Yarl Mart Dot Com,91,8610839669,,,Verified,Not Verified,Selva Nagar 2nd Main Road Velachery Chennai Tamil Nadu 600042, Chennai Tamil Nadu 600042,,91,9.19E+11,Chennai,Tamil Nadu,600042,Retail & E-Commerce,,MISMATCH
Matrix Architects & Interior Designers,91,9841030711,,,Verified,Verified,Plot No. 24A 7th Main Road Ram Nagar North Extension Chennai Tamil Nadu 600042, Chennai Tamil Nadu 600042,for the diverse requirements of our valued clients we are engaged in offering civil architecture and interior designing serviceson turn-key basis. in our wide range of services we offerresidential interior designing false ceilings pop work painting services interior landscaping living room interior designing bedroom interior designing bathroom interior designing flooring services wall cladding services interior woodwork guest house interior designing kitchen interior designing commercial interior designing retail interior designing front offices interior designing restaurant interior designing salons &amp; spa designing mall interior designing departmental store designing institutional interior designing club interior designing office interior designing partition works board room interior designing meeting room interior front desk interior designing cabin designing office woodwork office painting service and waiting area designing service on turn-key basisto our clients in adherence to international quality standards. these services are extensively demanded by our valuable clients in various commercial as well as residential areas.with an astonished talent of our highly skilled team of professionals we are able to carve a niche in the market for ourselves. our experienced professionals understand the diverse requirements of our clients and provide all the latest designs as per the ambience and environment at the clients&rsquo; site. further while providing these services our professionals use the latest tools and advanced machines so that these are offered to our valued clients in a timely manner.,91,9.20E+11,Chennai,Tamil Nadu,600042,Retail & E-Commerce,,MATCH
Shriram Builders,91,9445281608,,,Verified,Verified,No. 3rd Street Subramaniapuram Kolathur Chennai Tamil Nadu 600099, Chennai Tamil Nadu 600099,shriram builders was established in 1990 year with 10 employees and we are the service provider of bridge construction  flyover construction road construction sub way construction.\r\n,91,9.19E+11,Chennai,Tamil Nadu,600099,Real Estate & Construction,,MATCH
Southern Communications Infrastructure Pvt. Ltd.,91,9486817648,9840011924,,Verified,Verified,3a Galaxy Road Ponniamman Nagar Chennai Branch Pampampallam Palghat  Chennai Tamil Nadu 600095, Chennai Tamil Nadu 600095,southern communications infrastructure pvt. ltd. was established in the year 2006. our company has created a dignified position in the market. we are engaged in manufacturing and supplying of superior quality products. we are instrumental in offering telecom tower wind tower power line tower bts shelter tower accessories and more. we also provide tower fabrication work tower foundation designing work and many more. the company has manufactured and installed hundreds of towers all over india. the qualities of towers are well appreciated by all clients. inspection of raw material inspection of galvanizing measurement and thickness of galvanizing proper punched holes maintenance of tolerance limits ensure perfect coordination in production and erection. the core business of the company still continues to be communication towers.,91,9.19E+11,Chennai,Tamil Nadu,600095,Manufacturing,,MATCH
Collective Constructions,91,9966148160,,,Verified,Verified,No: 33 Ayyalu Nivas Vasanta Bazzar Gummudipoondi Chennai Tamil Nadu 601201, Chennai Tamil Nadu 601201,prasana bandi aged 42 year&rsquo;s a qualified civil engineer having 20 year&rsquo;s of civil engineering eperience. foundr of collective constructions in the year of 2000 having eperienced civil engineering contractor executed in core civil industries like steel agri logisticacs themal power carbon railway siding sugar glass and auto mobile industries.,91,9.20E+11,Chennai,Tamil Nadu,601201,Real Estate & Construction,,MATCH
Primeedge Info Solution Pvt. Ltd.,91,7358433223,,,Verified,Verified,No.36 4th Floor GRR Business Centre Vaidhyaraman Street T.Nagar Chennai Tamil Nadu 600017, Chennai Tamil Nadu 600017,the technical know-how in the field of telematics industry has elevated prime edge info solutions to offer hardware software (web-based) system integration and consulting services for various sectors of the transportation industry thus making itself a one-stop shop for all telematics needs.here are some of the major segments in the transportation industry that prime edge is engaged in:fleet management systemsschool transport management systemspublic transport management systemslogistics management systemssurveillance and monitoringprime edge info solutions has been awarded the prestigious iso 9001:2008 certification for quality management system by tuv nord for design development manufacturing installation and services of intelligent transportation system devices. this recognition has helped prime edge to establish itself as a preferred telematics solutions provider to one of the leading manufacturer of commercial vehicles. the strategic tie-up with the industry leader has added significance to prime edge&rsquo;s expertise in offering the right product solutions with utmost focus into cost quality and delivery.,91,9.17E+11,Chennai,Tamil Nadu,600017,Retail & E-Commerce,,MATCH
